uid,ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,detailed-label
CIyut7269OPyVVevbi,1545466980.300569,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CgVnGO2Tx07Be6gtZi,1545466979.279914,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Ce99AHthPVGurWX0f,1545466974.019919,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CDHsTx1dsZ41eWp5Xi,1545466982.891839,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CAvIV42vgHi5OlXsP7,1545466969.121218,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CEisic226h2G90jtMd,1545415238.456636,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.217878,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,Benign,-
Co6MxORRtoLXwnByf,1545466975.51806,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C0dVZs3VNZb0gnPbI9,1545466988.126597,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CEdYlqpJezsj1nGk,1545467929.457075,192.168.1.195,123.0,78.108.102.237,123.0,udp,-,10.002334,288,288,SF,-,-,0.0,Dd,6.0,456.0,6.0,456.0,Benign,-
CGxRbg3iT1TXwrSDU6,1545466981.91155,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CoJ5Lg3aepFV9kgrqd,1545466980.329553,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CxTytz49WQgpZAfgaf,1545466970.371503,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CWAZaS3LKquHLEVHDe,1545466969.053994,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CjtgPUpV1QSQqKrn5,1545466971.945605,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cm14al2brARBHHZgtb,1545411450.458377,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.017484,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,Benign,-
CvPLAahbCJ5o5fkji,1545466966.547939,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cs1tpR1sEqsKQjor4,1545466960.416187,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CGRK3w2M8ntZweU2Hc,1545466971.518099,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C0iFtp3EHn7LhPoFK8,1545466976.817059,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CSAO46k70toMCUJrc,1545466972.775875,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CJ94aU37D3f7RvDVl,1545466974.344972,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CKKEn24Wwm5DA07816,1545466970.184612,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CGll1MJJE9EIs7RB8,1545472118.458966,192.168.1.195,123.0,78.108.102.237,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
CR6v3h3gpZbeRC5rWl,1545411593.458598,192.168.1.195,123.0,5.1.56.123,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
CgC7huZTxYFQPGlL8,1545466977.757282,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
COOGm41C8hFKsPZlPf,1545417978.458349,192.168.1.195,123.0,82.113.53.40,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
CVeWbb1gVzAM7PwqW5,1545466980.092717,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Ch7on11ENaNTrxoXo9,1545466963.221592,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cl4CRymlv16zMBwPg,1545466985.459383,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CCp4tP1tPA63yg3mgg,1545466986.838583,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CisSNJ1I8XkyJuDg69,1545466981.766498,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CVV54G2fk9VVJkmPk8,1545466981.600831,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CQ0GcLQiizK1ma9b5,1545466966.76107,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CAz4pa4hTcb19GVvFc,1545466964.125321,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CeJXIs2AJpIvI3mE37,1545466985.345694,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CyzK1w21MhOD91bKC4,1545466980.126931,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CAzZnW3bpblzVSxwVh,1545466980.334808,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CereRU25MeZR83itj,1545466976.683136,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CoqGHOh51xmUYE0N6,1545466984.065417,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C6GSbF4OJb50RO7xj,1545466965.384604,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CysUolxTNhiy2BBC3,1545466985.616782,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CCW2Ls3wMrgztNMD51,1545466969.533477,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CJebTk1LNRJRnt2Hfe,1545466984.285803,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cz5ITx3512ntUkATMe,1545466980.334063,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cm8lla3Eou5srT34e8,1545466959.301577,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CXzYE12tMpAwM54ela,1545466961.521306,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CRfpwp3T7bhwBtxe0e,1545466969.530246,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CnqIUy2UUPJa671Xm8,1545466975.668471,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CQjT6i2n11wagOEQ8e,1545466981.688026,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CkNB4A4smlPBgMsUeg,1545466963.357511,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C1umlK3LNH1gzo3J53,1545466988.954125,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CUBlRC40SXgZ3Rivsd,1545466989.008094,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CMqKHi2ecWhJobDRtc,1545485450.459283,192.168.1.195,123.0,89.221.210.188,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
C1fMwd121ByawKojje,1545466959.473231,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cl34RS3tGjBqwAE2Ql,1545466972.678431,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CTC3TK2cAncAwDYHUh,1545466984.199602,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C90d6Y21n50nnjIxga,1545466966.548439,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C1fOIz1bA1MRyUGdS7,1545416648.457353,192.168.1.195,123.0,46.28.109.26,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
Cy6wyE3p3pkdlDTLl3,1545466962.04029,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CWrN0VSWGcxeD7mCe,1545466984.377001,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CWKMYg20k88Dp6r9Ba,1545466964.089338,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C4ULfe3WggN0O1EjO,1545466983.147953,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CUnf8B1vpYCVO217Tf,1545466969.496499,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CZZu6S30LxfMbZgFo9,1545466973.14467,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C1GbmbwCO87Qw1z03,1545414520.457329,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.101442,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,Benign,-
Cemw6G2Nuk4marMBdl,1545466963.303037,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CGF8zj261Dx0IGmedg,1545466981.51963,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CpWPTA4DTQb6hUJE56,1545466983.091475,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C6TMHxFyrQNQqWwyk,1545466979.161477,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CQktYO3nFHbv3y5vme,1545466964.433895,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CcUlmQkIbL5dIP5Ij,1545410624.457445,192.168.1.195,123.0,195.113.144.201,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
CSV4TJ1DW9dgzhfYwa,1545466968.222719,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CmtBoo3BmkIf52xNN4,1545411143.794653,192.168.1.195,37658.0,192.168.1.1,53.0,udp,dns,-,-,-,S0,-,-,0.0,D,1.0,67.0,0.0,0.0,Benign,-
CX5nfZT34muACbzh4,1545466962.065564,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CjlYis29OEZpx1CZQ1,1545466987.611392,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
COoEFhaOzbfkLXgEa,1545466982.799901,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CaOy9Q1k4Ck4ySvhk1,1545466972.950276,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cj56y442EzSIK040zh,1545466981.352967,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Ckie921GUECuXwS6d1,1545421205.456316,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.025226,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,Benign,-
CegKdZ30QCrpygjm21,1545466963.330523,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CqtSrY3JSiDmTerXpc,1545466967.797714,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
ClTT9t1AeJfEfjcQJ8,1545466978.083357,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CEDb431XAvXSAj1ETh,1545466968.913824,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cwvr1c38evNLOWlkGi,1545466970.66334,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CSobq54il13mQUbPdi,1545466960.506128,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
ChiLsd2ZewHlphY618,1545466969.496004,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CFynfDZo5LxFFNb6h,1545466980.425759,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C5hNjH1yMusynlMrY1,1545466970.657079,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CXcTgo4PDiKhzN6twk,1545466986.888063,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CZAZn32YBf8wtJKvG4,1545466971.491864,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CN2Bfp1cznFVNwBCFj,1545466966.518196,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C8fB371qAiL7CDnEGk,1545466980.488976,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CqXyeZ3HkkmOjkHCBc,1545466962.745099,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CnsRiw1gTzAdrTwRt8,1545466971.944609,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cpg1xF1YGwQGFdaNZ1,1545466987.916978,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CflEdUmiQehjGH1Y6,1545466965.59173,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C8IPEQ3JnSNNPvZBW7,1545466981.520635,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CGbY9NVFH4g72H0D6,1545466975.282198,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C7USHP3bFTVtv8xDri,1545408014.456301,192.168.1.195,123.0,81.2.248.189,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
Cx9GBt1L7a2ozunUib,1545466966.673369,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CM9bhq1jnhJQpVBcTb,1545466986.396342,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CXScZuo36ruAqLFwl,1545466980.334307,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
COkMpFghgBuwvsXq8,1545405315.459663,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.001498,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,Benign,-
COOCgz1rZAxYq86jTc,1545466980.491472,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CeCuec1Dv7Z7z2dh38,1545466967.888168,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C8ocKB2o02p272poM4,1545466960.686282,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CoQAwJ3viqfc4aVnp4,1545466981.855682,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C67hIu3gW5bkUhXAp2,1545466974.280759,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C7xAkG2U4cJNZqhlTc,1545466987.84652,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cx5rho2ZgPilkOLCA8,1545466975.52331,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CqNimG1ziatBRsqWa7,1545466984.375252,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CoC7QU1iZKt0Oy1lAb,1545466981.660796,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CCEhT83bqCRieFdEA3,1545466968.053577,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CSvRK43D07XQfxklfb,1545466969.050003,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CYxQoI3U49bbdykvn6,1545466983.179681,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CcPPnU3ft0B2FFpnz6,1545466971.553572,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C6cqfKve0cmhr8Gwg,1545466973.974699,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CSUmDJ1ijOqp8wx6R7,1545466987.729573,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CEvUO23JWPwtzWmgi3,1545443613.457832,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.001481,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,Benign,-
CRUMBO3cYCNIhCIbI,1545466960.246039,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
